Name;Hitpoints;Hero;Level;Card1;Card2;Card3;Card4;Card5;Card6;Card7;Card8;Card9;Card10;Card11;Card12;Card13;Card14;Card15
Swiftfoot Ranger;50;Gorc;6;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger;Swiftfoot Ranger
Tadpole Warmage;50;Gorc;6;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage;Tadpole Warmage
Tar Pit Shambler;50;Lich;6;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler;Tar Pit Shambler
Tar Pit Stalker;50;Lich;6;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker;Tar Pit Stalker
Tar Pit Swallower;50;Lich;6;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower;Tar Pit Swallower
Thorned Rakken;50;Lich;6;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken;Thorned Rakken
Thousand Arm Demon;50;Lich;6;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon;Thousand Arm Demon
Thousand Arm Fiend;50;Lich;6;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend;Thousand Arm Fiend
Thousand arm Hellion;50;Lich;6;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion;Thousand arm Hellion
Thunder Drake;50;Samael;6;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake;Thunder Drake
Thunder Elemental;50;Samael;6;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental;Thunder Elemental
Thunderhead Giant;50;Samael;6;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant;Thunderhead Giant
Tide elemental;50;Gorc;6;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental;Tide elemental
Titan of Fire;50;Lich;6;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire;Titan of Fire
Titan of Inferno;50;Lich;6;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno;Titan of Inferno
Titan of Scorch;50;Lich;6;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch;Titan of Scorch
Toad Metalwarrior;50;Gorc;6;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior;Toad Metalwarrior
Toad Steelwarrior;50;Gorc;6;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior;Toad Steelwarrior
Toad Warrior;50;Gorc;6;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior;Toad Warrior
Tormented Giant;50;Lich;6;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant;Tormented Giant
Tornado Elemental;50;Samael;6;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental;Tornado Elemental
Tower Spirit;50;Samael;6;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit;Tower Spirit
Toxichive Dragon;50;Gorc;6;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon;Toxichive Dragon
Toxin Bullfrog;50;Lich;6;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog;Toxin Bullfrog
Trapper Frog;50;Gorc;6;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog;Trapper Frog
Treant Dictate;50;Gorc;6;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate;Treant Dictate
Treant Edict;50;Gorc;6;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict;Treant Edict
Treant King;50;Gorc;6;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King;Treant King
Treant Sapling;50;Gorc;6;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling;Treant Sapling
Treefist Sapling;50;Gorc;6;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling;Treefist Sapling
Treepalm Sapling;50;Gorc;6;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling;Treepalm Sapling
Tsunamari;50;Gorc;6;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari;Tsunamari
Turtle Tamer;50;Gorc;6;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer;Turtle Tamer
Tusker;50;Gorc;6;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker;Tusker
Twilight Mirror;50;Samael;6;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror;Twilight Mirror
Twilight Reflector;50;Samael;6;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector;Twilight Reflector
Twilight Specular;50;Samael;6;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular;Twilight Specular
Undead Brute;50;Lich;6;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute;Undead Brute
Underwater Clobberer;50;Lich;6;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer;Underwater Clobberer
Underwater Lasher;50;Lich;6;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher;Underwater Lasher
Underwater Wallop;50;Lich;6;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop;Underwater Wallop
Unearthed Brute;50;Lich;6;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute;Unearthed Brute
Velied Dragon;50;Samael;6;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon;Velied Dragon
Veteran Cherub;50;Samael;6;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub;Veteran Cherub
Vindication Angel;50;Samael;6;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel;Vindication Angel
Vivid Aurora;50;Samael;6;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora;Vivid Aurora
Wartorn Cherub;50;Samael;6;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub;Wartorn Cherub
Wartusker;50;Gorc;6;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker;Wartusker
Wasteland Nomad;50;Gorc;6;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad;Wasteland Nomad
Wasteland Wanderer;50;Gorc;6;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer;Wasteland Wanderer
Wasteland Warrior;50;Gorc;6;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior;Wasteland Warrior
Water Elemental;50;Gorc;6;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental;Water Elemental
Water Serpent;50;Gorc;6;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent;Water Serpent
Wave Elemental;50;Gorc;6;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental;Wave Elemental
Webfist Shaman;50;Gorc;6;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman;Webfist Shaman
Webfoot Marauder;50;Samael;6;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder;Webfoot Marauder
Webfoot Raider;50;Samael;6;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider;Webfoot Raider
Werewarg;50;Gorc;6;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg;Werewarg
Werewarg Alpha;50;Gorc;6;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha;Werewarg Alpha
Werewarg Hunter;50;Gorc;6;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter;Werewarg Hunter
Wevfoot Bombardier;50;Samael;6;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier;Wevfoot Bombardier
White Knight;50;Samael;6;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight;White Knight
Wind Soul;50;Samael;6;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul;Wind Soul
Wind Spirit;50;Samael;6;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit;Wind Spirit
Wind Sprite;50;Samael;6;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite;Wind Sprite
Windfrog;50;Samael;6;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog;Windfrog
Windfrog Aloft;50;Samael;6;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft;Windfrog Aloft
Windfrog Gale;50;Samael;6;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale;Windfrog Gale
Windsear Drake;50;Samael;6;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake;Windsear Drake
Windstorm elemental;50;Samael;6;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental;Windstorm elemental
Windtempest Giant;50;Samael;6;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant;Windtempest Giant
Winged Raptor;50;Samael;6;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor;Winged Raptor
Winter Wolf;50;Gorc;6;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf;Winter Wolf
Wizen Sage of Croaks;50;Gorc;6;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks;Wizen Sage of Croaks
Wolf Girl;50;Gorc;6;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl;Wolf Girl
Wolf Matriarch;50;Gorc;6;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch;Wolf Matriarch
Wolf Queen;50;Gorc;6;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen;Wolf Queen
Woodland Fairy;50;Gorc;6;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy;Woodland Fairy
Wraith;50;Lich;6;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith;Wraith
Zhulong;50;Lich;6;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong;Zhulong
Zhulong the Cunning;50;Lich;6;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning;Zhulong the Cunning
Zhulong the Wise;50;Lich;6;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise;Zhulong the Wise
Pumpking;50;Lich;6;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking;Pumpking
Pumpkhan;50;Lich;6;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan;Pumpkhan
Pumpking Kong;50;Lich;6;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong;Pumpking Kong
